word;count
"??,.-?'โด?__,/??;1
i=='-'??;1
?:.:.|;2
?????=??-?'??:.;1
;:?;1
??.:.;1
?:.?;1
:.:.:.:/?/;1
?,';1
/i|??|;1
.:.:.;2
.:.:..:.:./?/??|;1
l????|;1
?.:.:.:.;1
.:.:.:./?/?;1
?.|;1
???.:.:.:.;1
..:.:.:./?/??;1
,/|;1
|?i;1
?_>:.:.?;1
?????,??????;1
??????????/???;1
.:/?;1
,?/l;1
???????????????/??,?;1
.:,'?;1
l?/;2
l??????;1
/?.::??/|;1
/_,.l?/!?;1
??????????????????;3
l?l?;1
|?.:::|???|?;1
j/?l?;1
|?l??;1
l|?;2
??????????????????_l?!,?:l?::??'|-?'???/?br;1
/>??,???;1
='โด?:|;1
??|?:l???'r'โด?;1
/?????l;1
',????l?;1
l/;2
??,?/???',?;1
???'โด??;1
|!;2
l?:;3
?/??/?|??????/??__,;1
-????.l??;1
l?'?',;1
}|/:;1
???????????l??/??!?????;1
|/?/??;1
?;.?__?|??/:.:.:.:.:.??;1
?????????/?????i?????0?|??;1
/.:.:.:.:.:.:.:v/.;1
/?????????0;1
,'?;3
_,-/?;1
/zz,?'.:โจ?.:โจ?;1
?|??/;1
?.:?.:;1
?',?;2
{?/?'โด.:.?.:;1
?_,?-??-?;1
,_;3
?_,?;2
iโดr'?r'?r'??_?-,_?;1
?f?-'โด?โด,????????โด?j????;1
?????????โด;1
-???????-??????;1
????,?โด?;1
?_?_?_?_?_?;1
???';2
??'?'?????;1
?/_,;1
|?โด;2
??โด?_???;1
?l_./-';1
???i;5
l?????;3
?l|?;1
?;?;1
;?;2
???/?|??l?|??;1
!i?;1
?___l!?;1
`?|?',????,??โด;1
i???,;1
k.;1
?/โด??;1
!,?;2
,?|????;1
??=?';1
?.,..;1
?โด???1,?;1
???,_?;1
?__?::::???l!?/;1
โด'?;2
????:?;1
?i?|;1
';:::::::::?โด::?::::::::::::??|?;;1
:t:โด:?;1
??-???_?;1
?โด:;1
:i!:;1
????::::::::::::::::::::::::::::::::::::::?-;1
:?iโด!:;1
;':?:;1
???::::::::::::::::::::::::::::::::??;1
??|:;1
:l:?'โด?;1
??_?;1
?:/:;1
;;5
/;;1
:-??!?;1
??,?-??z=x=?-;2
?,__'โด-?:;2
:'โด:;2
???:?????;2
?????:;2
:_;;2
:-????-?:;2
_:;2
:?.?;2
??__/-?'โด;2
?,?'?;2
l???:;2
/!?;4
???:;4
l?/l?;2
?/???/l;2
|i;2
-'โด?;3
///|?/?_i__?_|?;2
?,:';2
-?'โด?;2
l/:.l;2
/l??_?/!??/;2
/|?;2
?:.:.|:.:.:l'?;2
??!??::i:?;2
???/_?,;2
??.?/?|;2
l:|??;2
??-?;3
/:.:.:.:/;2
?`?l?'?;2
/??::i:?.??;2
{_?j??;2
/?_???:;2
:?;:./_;'_?_??rxi?????;2
?โด/??/i;2
???,;3
:i/?f;2
/:::??;2
????-;2
_???.?;2
|_?โด:;2
:??_;2
?โ…|?;2
??!_????โด?_;2
.?:.:.?โด?;2
/??___:;2
:?โด?;4
?โด?:;2
??__??l??;2
:l:.:./?;2
i:;2
:?:??;1
:'โด?:;1
l????.r?'?:.,?_?_?z?:;1
:/j;1
???????????????,?;1
-?r??}y??_;1
???:::::::::,.????:::::::::::::?,;1
???:::::,.;1
:::โด:::;.?,-??"????;1
???????????/?;1
/::::::?:::;???;1
/:::?:::?;1
?|?????;1
/??|:/::::??;1
:?|??|;1
?r????i?;1
|??????????,???????/:/?;1
??????&lt;;1
&lt;/??;1
|????:?;1
?__'?;1
/|::|????????;1
??????::::/:::::????;1
/?|::|?'??;1
/,.?/;1
/::j?:::::::::::::::::::::??;1
|::|?i;1
??"??;1
??|??'??;1
?|?:::::::::::::::::::::::::::???;1
/::::/?;1
??!::!????;1
l!?,.??;1
7?;1
|::>:::::::::::::::::::::::::?=--;1
?.__/::::/?;1
/::/??;1
?:::::::::::::::::::::::::::::::??;1
?????{?;1
/::/????;1
|????????_,.;1
i?::::::::::::::::::::????;1
/???...??;1
???????.?;1
โด/:::|?|???????::?;1
?==?;1
?:::::::::::::::::????????`;?::?r??:'::.:::|?|?|:::?;1
?????????,.;1
-?,??????;1
?r'^?_r?-?/??r??;1
/!???7?;1
l//l?|;1
|?!;2
??!??;1
|:l???;1
||?l;1
?h?lv|;1
/l?;1
??|l?|;1
?????{?/-?/;1
?:??|?;1
/?|???????;1
??!?._j??;1
??|????__;1
?r1=?;1
::..::..::..::..::..?::..::?/??;1
?|?}::..???;1
::..::..::..::.;1
?????j??.?r;1
??/:./;1
/::..::..::.??;1
::..::..::.::./:.:.:.:.:.:.:.:.:??tl??l,?/-/;1
?::..::..::.????;1
::..::..?:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:?_?||??:?':.:?::..::..::.??.j;1
::.r'โด.:.:.:..::.:.:..:.:.:.:.:.:.:.:.:.:.:.?_;1
||?r?.:.:?:.:.???:?;1
:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.;1
?_l?;1
ri?:.:',:.:.:.:.:??;1
???_.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:.:;1
?_??=??.:.:_?;1
?,??????:.:.:.:./.:.:.:.:.:.:.:.:.?_???;1
}?:.}'โด;1
?|???_/^??>:.?:.:.:.:.:.:.:.:.:.;1
?_???|:.?;1
?|??//:.:.:||:.:./??.:.:.:.:.:.:.:.:.:.??r':.:{;1
?!|?//:.:.:.:||:./??;1
?:.:.:.:.:.:.:.:.:.:.:.:?.:.:.:.|;1
,?-r&lt;???=-;1
?__??;1
??????????????y';1
,r'โด;1
.::.:.:.i:.i:.:?`?????;1
.,.:,.::,?!.::j:||:|::|:..il:.??????li?i;1
//.://:/l.::i.:.:|:|!.!:i!:::|!:.i?n??_???|;1
?//:://;1
|.:.|.:.:|;1
l:|:;1
.:|.:||::|;1
.|:l|?>??j!;1
?,?7nl/n?;1
?:.:lml/;1
l??!;1
l|n;1
_?7!??!;1
n?n???,;1
-!?|?|//l?y??;1
:l/???????;1
?'???7/??7l1::!!;1
,??????;2
'//7.:/?|::||;1
?.:..:.:::::::::::::::::?`?;1
:.:.????.>??;1
?-???/;1
/:/;1
.:.:l::||;1
,?.:.:.:.:.::::::::::::????y;1
///?n;1
/:/?i;1
|::l:|l|??;1
??.::::;1
.:.:::r'.:.:.:.:.?.;1
.///l7????>?/,/:/?;1
ln??j!/::::::::::::::::::.:.:;1
/.:r'โด.:?.::::::::///.:::7;1
^?/?1;1
|::://;1
/^???.:.:.:?:::::::::::::::::.:.:;1
????,/.::.::::/.:.::::::::::///.:.:/????~~;1
~โด/./?/??.::i!:.:.:.:.:?,::::::::::::::::.:.:;1
/.:.::.:::::?.:.::::::::l/l/.:./^)_r??;1
_r??;1
j.:.::::::::::::::::::::::|???::.:.:?;1
/.::.::::.,.?.:::::::::::::::::::::,???????;1
?????.:.:.::::::::::::::::|???;1
?`?;1
/.:.;1
}.:.:.::::::::::::::::::{!;1
j!?l/;1
??>?,?,;1
::?.:.:??.:.:.:::::::::|;1
??:/;1
/??.:.:.:::::::::::::::::::???????;1
??.::?.:.:.:.:.'.:.::::::::::/;1
cry;4
/b/tards,;1
home.;1
us.;1
non-meme;1
diaf;1
mion;1
sonozaki;1
!wihomy0i8o;1
>>1001710;1
iron;1
clad;1
battle;3
tactic.;1
:.:?;1
:..:.:.l?|l;1
?:.|:?;1
l:l;1
l.:;2
:./?"/;1
:/?/?|/'??/::/:??;1
|:l?:.:l;1
|!?;1
?:.:_l??;1
l:.:/?//_z?=??,_?;1
/:/:??;1
./?.!;1
|:l:?_:l.;1
?????'??j?_,??;1
//:??;1
:/??l:;1
??:..?;1
.??:?;1
:.:.:??_,.?^?;1
?l:;1
?:.:.:??;1
โด?????;1
??_..?.:.:.:.:?;1
?.!:l;1
:.:.????????????????;1
-?โด??โด?;1
l.:.:.:.:?.:.:?;1
l.l:.l;1
????:.:????????;1
_..?;1
-????????;1
?l.:.:.:?.:.:?;1
:???_????????`;1
/:!:.:?.:.:??l.:;1
.l.:;1
:.:.:.:.:.l;1
.:?.t?????????โด?????????:/:/;1
.:.:??/:.:?!:;1
:.:.:.:.:.|:.:.:.:.?;1
|:.//;1
..:.:??/:.:.:?l.:;1
:.:.:.:.:.|:.:.:/.:.:.:.:.l??;1
????????_.?'โด??;1
?'/..:.:.:??/:.:.:.:?.!.:;1
:.:.:.:.:|:./.:.:.:.:.:.:l:l:.:?;1
l?`:..r;1
,=;1
โด???-?:.:.:??;1
/.:.:.:.:?;1
:.:.:..!'.:.:.:.:.:.:.:l:l.:?;1
:?l,.;1
-???=;1
???/':.:.:.:??;1
/.:.:.:.:.:?/':.:;1
.:/;1
.:.:;2
/?l|l.:..;1
_l?:.?.:.:..??;1
|:?l:.?;1
?.:.:.:j;1
.:.:.!;1
.:.:????,?-|?-t:.:โดj??:?:.:.?;1
.?!;1
l:.:.?.l:.??;1
.:.:.:.:.l;1
.:.:.:!.:.:.:.???;1
,z,????;1
??:.:.;1
.:j???;1
:!:.:?;1
|?||;1
:.:.:.:,';1
.:.:.:.!:.:.:.:.???;1
|:??'?;1
{?i?.:|????l.:.:/??;1
l.:.:?.:.:.?|:|?l?;1
.:.:/?.:.:.:.|.:.:.:.:.:.??l_?_l{??;1
?-';1
|,??;1
|/?;2
{j?l{/:.l:l:.:.;1
:/?.:.:.l.:.:.!:.:.:.:.:.;1
l:.;1
r?r??;1
??,.?{.:./:.l:.:i;1
j?;2
'?.:.:.:.|.:.:.:l.:.:.:.:.:.?;1
|?:?.l;1
?jjโด??;1
?i?โดlv:,?;1
}:l;1
?.:.:.:.j.:.|:.:.!:.:.:.:.:.:?l;1
?:.??li?????????;1
/???:;1
.:.:.:.:/|:.:|:.:?:.:.:.:.:.:.;1
?.?l!????????_;1
?,?:.;1
:.:.:/.:.|:.:l.:.:.:.?:.:.:.:.:.;1
iโด?โด?j??/!:.:.?;1
l:.:??:.:.:;1
?:.:.:;1
}:/j;1
j/;2
???:.:?l:.:?:;1
/?j'://;1
??l????;1
???????i?---?;1
?_j-i?;1
????????l;1
|:.:|:.:.:.:.:.:.:.?;1
????????|:|;1
!:.l?.:.:.:.:.:.:?!??;1
?:====??::::::::;;1
?โจ;1
โ…?;1
l:|_,;1
=?l??yโด;1
/.:???:??????:.???;1
?/?/;1
l|?__}:}:;1
l::;1
:??l.:::.?;1
:.????l:.?:.??;1
.:i?l|?7!;1
|i::::??|:?::;1
.?::;1
|::?::.??;1
',?????;2
,-?;1
?.:,'?l:!;1
:::|;1
l?li:::.?:;1
?:?:::;1
:??::?:::.??;1
:i??;1
,r-?,'??;1
?:::l?;2
|:!;1
:::l??l?',?:.;1
?:|?:::.::::?.:?/|:?,::::::?;1
.:?|??????/??|??|??;1
?:::!?;1
|j?::l??_l__??l;1
|??::...::::/l;1
/!:::::?/:l|l?????;1
l:::???/.:::::?';1
/?????,';1
,'??/?;1
?::l?;1
::.????;1
?:โด;1
|?/????/?!??i??;1
:.:.:.:??::::.|???????i!;1
โจโด/.:l/?;1
/?????/????;1
'??,';1
:.:.:.:.:.:.:?;1
:::l;1
???,'??;1
:.:.:.:.:.:.:.:.:.v::.?;1
?????โด?.;1
i:::.?l?;1
/?l;1
?!??;1
:.:.:.:.:.:.:.:.:.:.?:.l??;1
--โ…'โด.:;1
:?.:::;1
=?-?โ…,'??;1
:.:.:.:.:.:.:.:.:.:.:.:??y;1
??::::?;;:;1
--=??._?:._:.:.:.:.:.:/?;1
?'??,'??;1
/??,'???};1
:.:.:.:.:.:.:.:.:.:.:.:.?r;1
?:';1
????-??;1
i?/??/;1
:.:.:.:.:.:.:.:.:.:.:./?;1
_.??;1
?__?=;1
/??,';1
:.:.:.:.:.:.:.:.:.:/:.??;1
/:?'??;1
???'|?????-;1
'โด????;1
?__??/:,?-=u'u`'`'`'`u'u'u?::::::::::::::::?m;1
??//?=/?`'โด;1
/?l?l??u?l?::::::::::::::?n.;1
??|.l;1
-=/`'`?/;1
|?.|;2
|?l;2
`-u?:::::::::?nl???;1
????l;2
??`'?///?;1
/?|?.|/?|;1
ll;1
|u?::::::::l:l???;1
??=///?;1
|?.|l?;1
?l::::::l;1
?_,-/;1
l??l?l?|?,|;1
|/?``l::l'.|???;1
//|.|;1
|?|?|;1
.||?l;1
.|?||;1
|?=?/l=l.???????;1
?//|;1
.|??.|?|;1
|.|?|.|;1
.l?||?|?|;1
||,=-//.;1
l???????l;1
//,l;1
|__|-|`?|;1
l?||?l_??-|?|;1
//_;1
/?::llโด`??????;1
//?l;1
.|?r??-?l;1
l?|?;1
_,.,,,/_?/`?/;1
//|l??l|????;1
.///;1
????`?'?????;1
??:?./`/;1
./;2
/?l||l;1
|`l';1
'/;1
.l/;1
/?/?l?????????;1
โด?`โด//;1
/|:l;1
?||??././?`???;1
"""?/;1
|/?|::|/;1
==||???;1
?????-?(?????./;1
l?|?|;1
:::::::?`-?//;1
/?_?????;1
./:|?|;1
:::::/?-'/;1
-='โด:::::://;1
:|?|?|?|/;1
,?-???-???;1
',???????;1
?????|?????????/?;1
?l???:;1
::???l???;1
?????|???????;1
?l|?/??l???;1
::.???;1
?????|?????_;1
?{_/?l????;1
??????{_l;1
??????_|;1
??????|????|??|;1
???|?;1
??|??l;1
|???|??|???|;1
???.?|????|;1
?l|??l?l--l??|;1
|--l?;1
??l??.???_,?-???;1
??l?/?;1
|r_?.:::?l?l;1
?.:::?_????;1
??????-?';1
??::::????::::::;1
/|??/????/-???;1
./?/|????????'__?;1
|????',?????;1
??????|?;2
v???|??;1
?!???;1
-??;4
?//l;1
?|??/}????/??|;1
????????????|???/;1
/?'?|;1
??????|??;1
.?.?|???;1
/????????????l??;1
/|???|;1
??????|???;1
.'--??.?;1
|????????,????;1
l.??//?/;1
??????|????;1
?___i_|?l???????????;1
v?|???|;1
??????|??/{??;1
??|?????;1
?/?|???;1
??___|;1
?/l___;1
?,?|?;1
???|???;3
|?!y;1
,=??;1
,=??yl;1
/??/l|?;1
l?l!?|;1
',?l?|;1
???????//;1
lj?;1
??',;4
:::::::?;1
::::::.?//?;1
.|?;1
-???__.|??;1
!?-?__,?/;1
??โ…?;1
?-==?,;1
---;2
???i__,;1
?|?!,;1
--'?i';1
???/??,?!;1
|}??????/?;1
/โด?;1
j??;1
??_???;1
?!????.??;1
/.:;1
:l?:;1
:/.:;1
,|?;1
/?::;1
:.v??:|:;1
:/?:_:,;1
-?i?/j??l?;1
???.???;1
::.v?;1
,:'z=?;1
?.:/?;1
?v??_i:.;1
/??.!;1
/.:l::;1
??.:;1
::l?;1
|/.:;1
::',::;1
::?-::?:โด::;1
/??1/?;1
i.:;1
:::.?::;1
j?.:;1
::,:'.:;1
,'??,.'?;1
?l.l??l??;1
?,''l?!????????',;1
',??;2
',?',;1
/????;??.,'????,l,l??l',??;1
,''.i;1
.,'',?????;1
;????;',?',;1
/,???;1
?i??.i;1
?-=l.'.;__;1
.!;2
i';1
:,?i,?;1
?,?.?;1
.',;1
?,.:'i????;1
.',i:,.??i-:,.,_;1
??',.l?',;1
.l;??;1
,'.;1
;.;?',;1
,.:';1
',????';"-'..',,'..,'':??';?.;1
',',?'i;1
l.',?;1
,'?;?;1
,'?,';?;1
,'??;1
i???',;1
!`,.i?ii`.;?;':,',.;.?';1
';?.l,';1
l.?;1
?//!./?;1
;??/.??/;1
.,';1
,??',?????,,?.;1
???=?'::,-'?.,;1
::?!.;1
?,;';'','';?-:.;,?.";1
//,';1
?;',?;1
?;-;;'=..,,_;1
,?.,?:';1
,,;:โด:;1
/??.?;1
'',;;1
?',????????;1
?"??''??;:';??,??;.:,-;:'"?,?;1
/:";1
?/???;1
',??`??????;1
,i?????",??';1
.,'.:';1
',?'?????./'?????;1
',?????-....,,__;1
.'โด????_,:',..:;;.'?;1
,:';1
',????;1
?"'''`''???=;,;;_'_?,.::?''?;1
?,:',;'?;1
.,:'?::'???___,,',?'?.,??????,,...-?''?;1
???,;.โด'?,,;.?.::-?'"???::::::::::?,;1
"'-:.,,..-?'";1
;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.,:',โด'??.i::::::::::::::::.,.::;1
::::::::??:::?':::.?,;1
i:::::::??;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1
;.;.;.;.;.;.;.;.;.;.;.;.;.;.;;1
i:i:::::::::i::::i::;1
:::i:;1
::::li;1
::::::::;1
?,.:?,;1
':.?;?;1
:.?,?,;1
:::::::?,??;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1
;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.i:i:::::::::l:::;1
i'?:::l;1
::::l';?;1
::::::??i;1
'i?::l.',??,?,;1
::::.',.??;1
;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1
;.;.;.;.;.;.;.;.;.;.;.;.;;1
?:!::::::::.?:::;1
::l;1
.:::?.l,;1
,..l',;1
l;.?l;1
',?l?l?:::::;?:::?,',;1
;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1
;.;.;.;.;.;.;.;.;.;.;.;.;.;.;i/:;1
::::;1
.i;2
:::?',?;1
?,?.l??,??;1
';,.:-?'''?,?,?.;?;1
:::::ii:::.?:??;1
.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1
;.;.;.;.;.;.;.;.;.;.;.;.;.;.??:::?::;1
?!?._;,',,;,,,,;;,_?,?:,?,;1
il.i:'?'?,;./,..,.!.',.i?;1
:::::?i':::::.;1
??,.,;1
.;.;.;.;.;.;.;.;.;.;.;.;.;.;1
;.;.;.;.;.;.;.;.;.;.;.;.;.;,i,i:::?.'-?;???i;1
.?:?_,?,?,,?,??,,j.!?.;1
???;;:?:'''~;1
://??:::::???;.,;1
.;.;.;.;.;.;.;.;.;.;.;.;1
;.;.;.;.;.;.;.;.;.;.;.;.;.;i;1
:?,;1
:.???;.,';':?!??,?:`??,,??;1
~~???i?://:::l..??':::.,;1
':',:,;1
.;.;.;.;.;.;.;.;.;.;1
;.;.;.;.;.;.;.;.;.;.;.;.;/;1
:.:.?i:?.???,"?~?;1
';;??????/;1
:::i:::::.?;1
':::.?;1
?:.,_,.:';1
.;.;.;.;1
;.;.;.;.;.;.;.;.;.;.;.;/;1
:::?:?,;1
??:,;1
`'?;,?????,,.:::-?'?;1
?:?'/?;1
?i`?:::::..?'':,?,::,?'??;.;.;1
-:.,,_;1
;.;.;.;.;.;/.!?.?;1
???~",?''''????;1
?:::'??;1
,?:.i??.i?;1
?::::.????_??;.;.;1
;.;??;1
/i;1
.',??:/?,;1
::.??',;1
?'?:;..,,_?????,:-,?;1
i??,?.??':?,:',:,?::,''?,?;.;1
,.:-';1
;.;;1
??,_??,'::?;1
????,';1
:.?,.!?;1
':,;1
:.,';1
:::.,:?-'?-?'?~~':?:.;1
/::?;1
revolution;1
>>1001739;1
junk;1
breasts;1
kiyosuki;2
!gqhzwfoqam;2
wow...just;1
thing,;1
memorable;1
>>1001754;1
mildhaus;1
ftw.;2
/"โด???????????,.;1
-''"????????;1
?~โด:;:;:;?''-,.?-.,;1
??|l?.:.:.:.:.:.:.:..?????;1
??????????`-,?:;:;:;:;:;?;1
??.:.::::::::::::.:.:.:.;1
??/?.:.:?;1
.:/?????.:.:.:.??????:;:;:;:;:;:;l??;1
.??????''''''?-;1
:;_;1
.???/?.:.:l???;1
?.:.:;;1
???????|;2
l?:;:;:;:;:;:l?:.',;1
????????''-?__1?.:.:|???.:.:.?/?;1
?.:.:,:?;1
.!?l?:;:;:;:;:|?:.:|;1
?????';2
????.????;1
.:.|;1
t.:?;1
.:.:?/;1
?.|?:;:;:;|?:.:.|;1
1l,.:|?;1
.:??-/;1
.__.:??/?;1
.:./;2
?.:.:.!?/;1
_,?;1
????v;1
.:/??.l;1
.:??`/?;1
.:./?.:.?;1
??.:.!;1
|./???!?;1
??/?.:???;1
/??.:.:.??;1
??:??;1
?=?=z.'_;1
.:?.:.:.:./;1
.:l;1
.:.:.l??;1
l?v?;1
?โด"??;1
`??;2
?.:.:?_/.:.|;1
.:.l;3
.:.l?|/;1
|????|;1
?????????/?;2
.:.:./?/.:.:.:|;1
.:.l.:.:l;1
??|'''''''????????~?;1
`?????;1
.:.:?_/;1
.:.:.:.|;1
.:.:l.:l;1
.??????(/??;1
:.|l;;;?);1
./?.:.?/;;??__/;1
.:.:|??:l;1
thrillho;3
stupid;2
save;2
face;1
haruhifail;1
guys.;2
??'-;1
?;;??;1
???????????/???/;1
',?????v??;1
/?l?l?i??;1
}??v?.',;1
/?/!;1
/?j?;1
|;;;|;1
?!??{;1
v__??/?;1
_j/;1
l;?|;1
}โด?????โด??/??;1
j;;;;;;;?;1
/;;?v?"?>??""???/??-;1
./;;??jl/?'?r????/????????;1
???????????rr???;1
?'โด?;;;;;;;;;;;;;;;;;;;??;1
????????????j_???;1
?โด??>?;1
!?_;;;;?'โด?;1
???????????/?????;1
`t''โด??;1
|_?????;1
i_;1
;;_{?????;1
r'??;1
v??j??โจ;1
?????????????????__?kv??;1
,v?;1
????????????f?????????|??;1
??????_,???'โด;1
''";1
?'??=?__;1
__r??!;1
?/????????..:::??!;1
r==/::/::/::/??;1
::i!::::::::l==?;1
?/::/!::l:::l??.::::?!__/?::::}k/!?????;1
??!/:::|::??!;1
???j:::::!!:|!::!;1
?i??????;1
?_?::/|!::!:::!.?;1
|.?|.???..|;1
????::::::::__/i?:?????.??:'::::!????;1
?r??-'|..??..|;1
?:::::__/?/:::::????t??::::|?__?_?.??|?'|?!???|;1
?::::::::f/;1
/:??{;1
z????|::/?/?โด?????????;1
/::::r??/?;1
{??.z/?.l|=|l;1
.??r??.?????,;1
???-???;1
::::::l!???;1
}/_????l!=l!??;1
????=/??_??=?';1
w??/??i????;1
|/???y?/;1
l/!::|:?k;1
!????????/;1
?k?;1
_??__)?;1
|?:i::::|???????????;1
??__?__>!;1
failget?;1
gitami;1
off,;1
return;1
/a;4
nazi;1
epenise;1
up.;4
always;6
1000000.;1
foooooooooooooorrrrrrrced;1
_,z=???=z?;1
?'โด?_,;1
//???/;1
?j_/l?|?l?l!;1
/??/??;1
?????????!;1
l??/??;1
?l|;1
/?:'??t;1
,?x?;1
_?l;1
//?|??;1
!?l???;1
?'??;3
/?l,;1
?/??:!??|???;1
?_l???{??}__/?y/;1
/?/??;1
??|??;2
?/r:|;1
//???????{j???{j?;1
???|??;1
:/?;1
:}:?{j?{?}?{j???????;1
/???l:;1
/?.;1
/??{jl/;1
??yโด??:;1
:.',;1
??,/;1
??l:;1
:/????'?'?'?;1
???'?|?:.?;1
??l?;2
:::::::::::::::::::|??;1
??????};1
:./;1
:/?/?:;1
'?:?;1
:/?:l:::::/?.;1
:.j;1
:.|??|???:;1
:.{?;1
::/?.;1
??j--?;1
?,.'???-;1
?,?_'โด;1
--โด?;1
?,'?!????!;1
__',??|?;1
?l??.j?_;1
?.|???;1
{_/?'?_,?-??-;1
????โด?.;1
??/?.?,?;1
???l',;1
?--;1
??????,;1
?;-;1
|l????__??l;1
'???_;1
,??-?;1
'โด-;1
??;';1
-?-;2
/?';?'?,;1
-::?;1
?::????:_:;1
,?'โด;1
????_.?zzz/::::::::'::::i?:?:'โด:;1
:โด`'?-;1
??::/?;1
?:::l::::::::::::::?โด'?-?!:;1
?-?:;1
/:l_?::::::::::?:?:/_,;1
-????:;1
l::i:::::::::::::::::::/;1
,l::::|::::::::::::;;1
-?'โด;2
?โด??_;1
???l:x:::::::::::::?::::::l::z:?:??,;1
-?::'::โด:::::::::::::::::::??-??;1
--l::x::::::::::::::`?:l:::|?::?::::::::::::::::::::::::::::;;1
'โจโด?;1
,:'::::::::?::x::::::::::::::::::::::l:::|?j??::?โด??::::::?;1
?/::::::::/::?l:::::::::::::::::::::::|:j_?__|_j?-?:::?;1
??????????????,_?';1
_'?;1
r,==/_,-?'โด???????'?'?!;1
|{??|??????????;1
???'???;1
??????????,'??l??l|?l??;1
|??|!;1
_?!???;1
_l/_|/l??l;1
|??l;1
????.?????j?|!;1
:l??;1
?j?.:?l;1
|?l::.l?l?;1
l?',??????;1
??::::::??-?j?|::.????|?l???!.::}?j?l?;1
_..::::'โด:/??-?/;1
โด:::::::::::::::::::::::::::?l;1
|::/????:???:??;1
???yโด.:::::::::::::::::::::::::::::::?:::?;1
/:::::::::::::_?;1
??'/;1
f_)f_)f_)f_)f_)f_)f_)f_)f_)f_)f_)f_)f_)f_)f_):::::::::::::::::::::::::?;1
/l?|???????????????????;1
::::::::::?;1
????????.::;1
|???????????????????;1
-?????????????????;1
r?';1
/?'โด}?????????????????{??;1
?'????????????????????}?/;1
?:z|???????????????????;1
??????????|?????????????_j;1
????????????,?'โด???????;1
,?!;1
l:.?l;1
|???l?;1
:l:??;1
j/!;1
/}?!l;1
/?l?nt????j??'?,?;1
???_'_??;1
/|?',;2
/?{./??i???;1
/?โด?.;1
:/???!?}???l,??j??;1
:/:?;1
',:;1
,.?:.:..?;1
,??.:.:.:.:.:??r/????.:/:.:.:.:.:.;1
/:?.:?.:.:.:.:.:.:./:?{__??โด-,}:?:?:.:.:.:.:.:.:.;1
:..?',;1
/|:.?/.:.:.l.:.:/,{?????;1
:/โด;1
y;1
|:.:.i:.:',:.:.:.i:..;1
!:.:?|:.:./|:.:{/;1
_'โด}.j?|:.:l|:.:.:.!?|;1
|??l:.:|:i;1
??.:?::::/โด?;1
?i?;1
!:.:/?l!;1
{??__;1
โด:.:??i.:???;1
l???j/?;1
l????:.:!?!:.???;1
',????::?;1
l:.???;1
???????????'???;1
!i::???/;1
????l|:??;1
?????????????}:;1
?,?'โด????;1
'???????????;1
????????/????????????;1
|??l?|l?;1
???????,;2
l?|?l|?;1
|??|???__|;1
???????l;1
l?|??|?;1
l?|.!?;1
?,.??;1
k|;1
l?.?l??;1
/|!;1
y??'?;1
??'????;1
//?!?;1
|???_;1
_??/!;1
?{??;1
??-??/โด!??;1
!:::|??;1
/l;2
-?:?-?;1
,?|::::::?{???::?โด??!;1
?????::::::????::::j/??;1
?/????;2
l::::::::::{???:::??;1
?|!??::?:::?:?;1
'!??;1
??l??|::l:::?;1
??.;:::::::/?l;1
:|??;1
?!_,;1
-'โด???:::::?::::::/|?,;1
?.l???./',;1
'โด::::::::::;'::::::l/;1
,??-;1
_,???::::::::::::::::::::::l:::::/l?{;1
.?'โด????/;1
?|::::?_:::::::::::::::';:::{;1
?-=?-;1
?}.??.?_;1
}::::::::::::::?:??'โด????????;1
?:::::::::::::::::/??????;1
lโด??;1
?::::::::{?????;1
/.??;1
?_,?'โด;1
?__????;1
?!__,.;1
โด??????????????????/;1
??/โด;1
?,.:::'โด?โดโจ?;1
?/:???โด?:?;1
?/?l;1
_|?;1
!??{?;1
?|?|???/!?!;1
l?|l'?;1
??,|?;1
??!???;1
????j?l;1
??????????โด;1
???l??/::};1
{:::?;1
???|?/:::/|;1
????:::??;1
?!?y1f'??'l/?;1
?_v?::::|;1
'??j-?=โด??;1
?,_?!???????;1
??:??:::::?;1
?|?|_l?;1
?!?j;?;1
???z??;1
???k?)????????โด??;1
?--;__l?;1
??!,?;1
??|?/?|?;1
??_!;1
t??l;1
??/??;1
|?????????;1
???l???|โดl;1
i{?;1
??_,.?;1
??โด???;1
???--;1
,?-?;1
???|??l???;1
_j.??/;1
????_?,?'โด;1
???l???-?;1
?'./?;1
!_|???;1
j??|;1
????}/?;1
?{?_??;1
/????????????????;1
???!?;1
?????????l????;1
??>;1
r?|;1
???{?_??;1
??',?;1
500k;1
???:::;:z?z?z?z?zx:::?;1
/::z?โด?;1
??โด??:l;1
l_];1
|?l?;2
|',?!'?;1
|??!,?!;1
?f;i??l;1
?f;?;1
l.../;1
_,?----;1
